id,name,url,types,abilities,hp,attack,defense,special-attack,special-defense,speed
931,squawkabilly,https://pokeapi.co/api/v2/pokemon/931/,"normal, flying","intimidate, hustle, guts",82,96,51,45,51,92
932,nacli,https://pokeapi.co/api/v2/pokemon/932/,rock,"purifying-salt, sturdy, clear-body",55,55,75,35,35,25
933,naclstack,https://pokeapi.co/api/v2/pokemon/933/,rock,"purifying-salt, sturdy, clear-body",60,60,100,35,65,35
934,garganacl,https://pokeapi.co/api/v2/pokemon/934/,rock,"purifying-salt, sturdy, clear-body",100,100,130,45,90,35
935,charcadet,https://pokeapi.co/api/v2/pokemon/935/,fire,"flash-fire, flame-body",40,50,40,50,40,35
936,armarouge,https://pokeapi.co/api/v2/pokemon/936/,"fire, psychic","flash-fire, weak-armor",85,60,100,125,80,75
937,ceruledge,https://pokeapi.co/api/v2/pokemon/937/,"fire, ghost","flash-fire, weak-armor",75,125,80,60,100,85
938,tadbulb,https://pokeapi.co/api/v2/pokemon/938/,electric,"own-tempo, static, damp",61,31,41,59,35,45
939,bellibolt,https://pokeapi.co/api/v2/pokemon/939/,electric,"electromorphosis, static, damp",109,64,91,103,83,45
940,wattrel,https://pokeapi.co/api/v2/pokemon/940/,"electric, flying","wind-power, volt-absorb, competitive",40,40,35,55,40,70
941,kilowattrel,https://pokeapi.co/api/v2/pokemon/941/,"electric, flying","wind-power, volt-absorb, competitive",70,70,60,105,60,125
942,maschiff,https://pokeapi.co/api/v2/pokemon/942/,dark,"intimidate, run-away, stakeout",60,78,60,40,51,51
943,mabosstiff,https://pokeapi.co/api/v2/pokemon/943/,dark,"intimidate, guard-dog, stakeout",80,120,90,60,70,85
944,shroodle,https://pokeapi.co/api/v2/pokemon/944/,"poison, normal","unburden, pickpocket, prankster",40,65,35,40,35,75
945,grafaiai,https://pokeapi.co/api/v2/pokemon/945/,"poison, normal","unburden, poison-touch, prankster",63,95,65,80,72,110
946,bramblin,https://pokeapi.co/api/v2/pokemon/946/,"grass, ghost","wind-rider, infiltrator",40,65,30,45,35,60
947,brambleghast,https://pokeapi.co/api/v2/pokemon/947/,"grass, ghost","wind-rider, infiltrator",55,115,70,80,70,90
948,toedscool,https://pokeapi.co/api/v2/pokemon/948/,"ground, grass","mycelium-might, mycelium-might",40,40,35,50,100,70
949,toedscruel,https://pokeapi.co/api/v2/pokemon/949/,"ground, grass","mycelium-might, mycelium-might",80,70,65,80,120,100
950,klawf,https://pokeapi.co/api/v2/pokemon/950/,rock,"anger-shell, shell-armor, regenerator",70,100,115,35,55,75
951,capsakid,https://pokeapi.co/api/v2/pokemon/951/,grass,"chlorophyll, insomnia, klutz",50,62,40,62,40,50
952,scovillain,https://pokeapi.co/api/v2/pokemon/952/,"grass, fire","chlorophyll, insomnia, moody",65,108,65,108,65,75
953,rellor,https://pokeapi.co/api/v2/pokemon/953/,bug,"compound-eyes, shed-skin",41,50,60,31,58,30
954,rabsca,https://pokeapi.co/api/v2/pokemon/954/,"bug, psychic","synchronize, telepathy",75,50,85,115,100,45
955,flittle,https://pokeapi.co/api/v2/pokemon/955/,psychic,"anticipation, frisk, speed-boost",30,35,30,55,30,75
956,espathra,https://pokeapi.co/api/v2/pokemon/956/,psychic,"opportunist, frisk, speed-boost",95,60,60,101,60,105
957,tinkatink,https://pokeapi.co/api/v2/pokemon/957/,"fairy, steel","mold-breaker, own-tempo, pickpocket",50,45,45,35,64,58
958,tinkatuff,https://pokeapi.co/api/v2/pokemon/958/,"fairy, steel","mold-breaker, own-tempo, pickpocket",65,55,55,45,82,78
959,tinkaton,https://pokeapi.co/api/v2/pokemon/959/,"fairy, steel","mold-breaker, own-tempo, pickpocket",85,75,77,70,105,94
960,wiglett,https://pokeapi.co/api/v2/pokemon/960/,water,"gooey, rattled, sand-veil",10,55,25,35,25,95
961,wugtrio,https://pokeapi.co/api/v2/pokemon/961/,water,"gooey, rattled, sand-veil",35,100,50,50,70,120
962,bombirdier,https://pokeapi.co/api/v2/pokemon/962/,"flying, dark","big-pecks, keen-eye, rocky-payload",70,103,85,60,85,82
963,finizen,https://pokeapi.co/api/v2/pokemon/963/,water,"water-veil, water-veil",70,45,40,45,40,75
964,palafin,https://pokeapi.co/api/v2/pokemon/964/,water,"zero-to-hero, zero-to-hero",100,70,72,53,62,100
965,varoom,https://pokeapi.co/api/v2/pokemon/965/,"steel, poison","overcoat, slow-start",45,70,63,30,45,47
966,revavroom,https://pokeapi.co/api/v2/pokemon/966/,"steel, poison","overcoat, filter",80,119,90,54,67,90
967,cyclizar,https://pokeapi.co/api/v2/pokemon/967/,"dragon, normal","shed-skin, regenerator",70,95,65,85,65,121
968,orthworm,https://pokeapi.co/api/v2/pokemon/968/,steel,"earth-eater, sand-veil",70,85,145,60,55,65
969,glimmet,https://pokeapi.co/api/v2/pokemon/969/,"rock, poison","toxic-debris, corrosion",48,35,42,105,60,60
970,glimmora,https://pokeapi.co/api/v2/pokemon/970/,"rock, poison","toxic-debris, corrosion",83,55,90,130,81,86
971,greavard,https://pokeapi.co/api/v2/pokemon/971/,ghost,"pickup, fluffy",50,61,60,30,55,34
972,houndstone,https://pokeapi.co/api/v2/pokemon/972/,ghost,"sand-rush, fluffy",72,101,100,50,97,68
973,flamigo,https://pokeapi.co/api/v2/pokemon/973/,"flying, fighting","scrappy, tangled-feet, costar",82,115,74,75,64,90
974,cetoddle,https://pokeapi.co/api/v2/pokemon/974/,ice,"thick-fat, snow-cloak, sheer-force",108,68,45,30,40,43
975,cetitan,https://pokeapi.co/api/v2/pokemon/975/,ice,"thick-fat, slush-rush, sheer-force",170,113,65,45,55,73
976,veluza,https://pokeapi.co/api/v2/pokemon/976/,"water, psychic","mold-breaker, sharpness",90,102,73,78,65,70
977,dondozo,https://pokeapi.co/api/v2/pokemon/977/,water,"unaware, oblivious, water-veil",150,100,115,65,65,35
978,tatsugiri,https://pokeapi.co/api/v2/pokemon/978/,"dragon, water","commander, storm-drain",68,50,60,120,95,82
979,annihilape,https://pokeapi.co/api/v2/pokemon/979/,"fighting, ghost","vital-spirit, inner-focus, defiant",110,115,80,50,90,90
980,clodsire,https://pokeapi.co/api/v2/pokemon/980/,"poison, ground","poison-point, water-absorb, unaware",130,75,60,45,100,20
981,farigiraf,https://pokeapi.co/api/v2/pokemon/981/,"normal, psychic","cud-chew, armor-tail, sap-sipper",120,90,70,110,70,60
982,dudunsparce,https://pokeapi.co/api/v2/pokemon/982/,normal,"serene-grace, run-away, rattled",125,100,80,85,75,55
983,kingambit,https://pokeapi.co/api/v2/pokemon/983/,"dark, steel","defiant, supreme-overlord, pressure",100,135,120,60,85,50
984,great-tusk,https://pokeapi.co/api/v2/pokemon/984/,"ground, fighting","protosynthesis, protosynthesis",115,131,131,53,53,87
985,scream-tail,https://pokeapi.co/api/v2/pokemon/985/,"fairy, psychic","protosynthesis, protosynthesis",115,65,99,65,115,111
986,brute-bonnet,https://pokeapi.co/api/v2/pokemon/986/,"grass, dark","protosynthesis, protosynthesis",111,127,99,79,99,55
987,flutter-mane,https://pokeapi.co/api/v2/pokemon/987/,"ghost, fairy","protosynthesis, protosynthesis",55,55,55,135,135,135
988,slither-wing,https://pokeapi.co/api/v2/pokemon/988/,"bug, fighting","protosynthesis, protosynthesis",85,135,79,85,105,81
989,sandy-shocks,https://pokeapi.co/api/v2/pokemon/989/,"electric, ground","protosynthesis, protosynthesis",85,81,97,121,85,101
990,iron-treads,https://pokeapi.co/api/v2/pokemon/990/,"ground, steel","quark-drive, quark-drive",90,112,120,72,70,106
991,iron-bundle,https://pokeapi.co/api/v2/pokemon/991/,"ice, water","quark-drive, quark-drive",56,80,114,124,60,136
992,iron-hands,https://pokeapi.co/api/v2/pokemon/992/,"fighting, electric","quark-drive, quark-drive",154,140,108,50,68,50
993,iron-jugulis,https://pokeapi.co/api/v2/pokemon/993/,"dark, flying","quark-drive, quark-drive",94,80,86,122,80,108
994,iron-moth,https://pokeapi.co/api/v2/pokemon/994/,"fire, poison","quark-drive, quark-drive",80,70,60,140,110,110
995,iron-thorns,https://pokeapi.co/api/v2/pokemon/995/,"rock, electric","quark-drive, quark-drive",100,134,110,70,84,72
996,frigibax,https://pokeapi.co/api/v2/pokemon/996/,"dragon, ice","thermal-exchange, ice-body",65,75,45,35,45,55
997,arctibax,https://pokeapi.co/api/v2/pokemon/997/,"dragon, ice","thermal-exchange, ice-body",90,95,66,45,65,62
998,baxcalibur,https://pokeapi.co/api/v2/pokemon/998/,"dragon, ice","thermal-exchange, ice-body",115,145,92,75,86,87
999,gimmighoul,https://pokeapi.co/api/v2/pokemon/999/,ghost,"rattled, rattled",45,30,70,75,70,10
1000,gholdengo,https://pokeapi.co/api/v2/pokemon/1000/,"steel, ghost","good-as-gold, good-as-gold",87,60,95,133,91,84
1001,wo-chien,https://pokeapi.co/api/v2/pokemon/1001/,"dark, grass","tablets-of-ruin, tablets-of-ruin",85,85,100,95,135,70
1002,chien-pao,https://pokeapi.co/api/v2/pokemon/1002/,"dark, ice","sword-of-ruin, sword-of-ruin",80,120,80,90,65,135
1003,ting-lu,https://pokeapi.co/api/v2/pokemon/1003/,"dark, ground","vessel-of-ruin, vessel-of-ruin",155,110,125,55,80,45
1004,chi-yu,https://pokeapi.co/api/v2/pokemon/1004/,"dark, fire","beads-of-ruin, beads-of-ruin",55,80,80,135,120,100
1005,roaring-moon,https://pokeapi.co/api/v2/pokemon/1005/,"dragon, dark","protosynthesis, protosynthesis",105,139,71,55,101,119
1006,iron-valiant,https://pokeapi.co/api/v2/pokemon/1006/,"fairy, fighting","quark-drive, quark-drive",74,130,90,120,60,116
1007,koraidon,https://pokeapi.co/api/v2/pokemon/1007/,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135
1008,miraidon,https://pokeapi.co/api/v2/pokemon/1008/,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135
1009,walking-wake,https://pokeapi.co/api/v2/pokemon/1009/,"water, dragon","protosynthesis, protosynthesis",99,83,91,125,83,109
1010,iron-leaves,https://pokeapi.co/api/v2/pokemon/1010/,"grass, psychic","quark-drive, quark-drive",90,130,88,70,108,104
1011,deoxys-attack,https://pokeapi.co/api/v2/pokemon/10001/,psychic,pressure,50,180,20,180,20,150
1012,deoxys-defense,https://pokeapi.co/api/v2/pokemon/10002/,psychic,pressure,50,70,160,70,160,90
1013,deoxys-speed,https://pokeapi.co/api/v2/pokemon/10003/,psychic,pressure,50,95,90,95,90,180
1014,wormadam-sandy,https://pokeapi.co/api/v2/pokemon/10004/,"bug, ground","anticipation, overcoat",60,79,105,59,85,36
1015,wormadam-trash,https://pokeapi.co/api/v2/pokemon/10005/,"bug, steel","anticipation, overcoat",60,69,95,69,95,36
1016,shaymin-sky,https://pokeapi.co/api/v2/pokemon/10006/,"grass, flying",serene-grace,100,103,75,120,75,127
1017,giratina-origin,https://pokeapi.co/api/v2/pokemon/10007/,"ghost, dragon",levitate,150,120,100,120,100,90
1018,rotom-heat,https://pokeapi.co/api/v2/pokemon/10008/,"electric, fire",levitate,50,65,107,105,107,86
1019,rotom-wash,https://pokeapi.co/api/v2/pokemon/10009/,"electric, water",levitate,50,65,107,105,107,86
1020,rotom-frost,https://pokeapi.co/api/v2/pokemon/10010/,"electric, ice",levitate,50,65,107,105,107,86
1021,rotom-fan,https://pokeapi.co/api/v2/pokemon/10011/,"electric, flying",levitate,50,65,107,105,107,86
1022,rotom-mow,https://pokeapi.co/api/v2/pokemon/10012/,"electric, grass",levitate,50,65,107,105,107,86
1023,castform-sunny,https://pokeapi.co/api/v2/pokemon/10013/,fire,forecast,70,70,70,70,70,70
1024,castform-rainy,https://pokeapi.co/api/v2/pokemon/10014/,water,forecast,70,70,70,70,70,70
1025,castform-snowy,https://pokeapi.co/api/v2/pokemon/10015/,ice,forecast,70,70,70,70,70,70
1026,basculin-blue-striped,https://pokeapi.co/api/v2/pokemon/10016/,water,"rock-head, adaptability, mold-breaker",70,92,65,80,55,98
1027,darmanitan-zen,https://pokeapi.co/api/v2/pokemon/10017/,"fire, psychic","sheer-force, zen-mode",105,30,105,140,105,55
1028,meloetta-pirouette,https://pokeapi.co/api/v2/pokemon/10018/,"normal, fighting",serene-grace,100,128,90,77,77,128
1029,tornadus-therian,https://pokeapi.co/api/v2/pokemon/10019/,flying,regenerator,79,100,80,110,90,121
1030,thundurus-therian,https://pokeapi.co/api/v2/pokemon/10020/,"electric, flying",volt-absorb,79,105,70,145,80,101
1031,landorus-therian,https://pokeapi.co/api/v2/pokemon/10021/,"ground, flying",intimidate,89,145,90,105,80,91
1032,kyurem-black,https://pokeapi.co/api/v2/pokemon/10022/,"dragon, ice",teravolt,125,170,100,120,90,95
1033,kyurem-white,https://pokeapi.co/api/v2/pokemon/10023/,"dragon, ice",turboblaze,125,120,90,170,100,95
1034,keldeo-resolute,https://pokeapi.co/api/v2/pokemon/10024/,"water, fighting",justified,91,72,90,129,90,108
1035,meowstic-female,https://pokeapi.co/api/v2/pokemon/10025/,psychic,"keen-eye, infiltrator, competitive",74,48,76,83,81,104
1036,aegislash-blade,https://pokeapi.co/api/v2/pokemon/10026/,"steel, ghost",stance-change,60,140,50,140,50,60
1037,pumpkaboo-small,https://pokeapi.co/api/v2/pokemon/10027/,"ghost, grass","pickup, frisk, insomnia",44,66,70,44,55,56
1038,pumpkaboo-large,https://pokeapi.co/api/v2/pokemon/10028/,"ghost, grass","pickup, frisk, insomnia",54,66,70,44,55,46
1039,pumpkaboo-super,https://pokeapi.co/api/v2/pokemon/10029/,"ghost, grass","pickup, frisk, insomnia",59,66,70,44,55,41
1040,gourgeist-small,https://pokeapi.co/api/v2/pokemon/10030/,"ghost, grass","pickup, frisk, insomnia",55,85,122,58,75,99
1041,gourgeist-large,https://pokeapi.co/api/v2/pokemon/10031/,"ghost, grass","pickup, frisk, insomnia",75,95,122,58,75,69
1042,gourgeist-super,https://pokeapi.co/api/v2/pokemon/10032/,"ghost, grass","pickup, frisk, insomnia",85,100,122,58,75,54
1043,venusaur-mega,https://pokeapi.co/api/v2/pokemon/10033/,"grass, poison",thick-fat,80,100,123,122,120,80
1044,charizard-mega-x,https://pokeapi.co/api/v2/pokemon/10034/,"fire, dragon",tough-claws,78,130,111,130,85,100
1045,charizard-mega-y,https://pokeapi.co/api/v2/pokemon/10035/,"fire, flying",drought,78,104,78,159,115,100
1046,blastoise-mega,https://pokeapi.co/api/v2/pokemon/10036/,water,mega-launcher,79,103,120,135,115,78
1047,alakazam-mega,https://pokeapi.co/api/v2/pokemon/10037/,psychic,trace,55,50,65,175,105,150
1048,gengar-mega,https://pokeapi.co/api/v2/pokemon/10038/,"ghost, poison",shadow-tag,60,65,80,170,95,130
1049,kangaskhan-mega,https://pokeapi.co/api/v2/pokemon/10039/,normal,parental-bond,105,125,100,60,100,100
1050,pinsir-mega,https://pokeapi.co/api/v2/pokemon/10040/,"bug, flying",aerilate,65,155,120,65,90,105
1051,gyarados-mega,https://pokeapi.co/api/v2/pokemon/10041/,"water, dark",mold-breaker,95,155,109,70,130,81
1052,aerodactyl-mega,https://pokeapi.co/api/v2/pokemon/10042/,"rock, flying",tough-claws,80,135,85,70,95,150
1053,mewtwo-mega-x,https://pokeapi.co/api/v2/pokemon/10043/,"psychic, fighting",steadfast,106,190,100,154,100,130
1054,mewtwo-mega-y,https://pokeapi.co/api/v2/pokemon/10044/,psychic,insomnia,106,150,70,194,120,140
1055,ampharos-mega,https://pokeapi.co/api/v2/pokemon/10045/,"electric, dragon",mold-breaker,90,95,105,165,110,45
1056,scizor-mega,https://pokeapi.co/api/v2/pokemon/10046/,"bug, steel",technician,70,150,140,65,100,75
1057,heracross-mega,https://pokeapi.co/api/v2/pokemon/10047/,"bug, fighting",skill-link,80,185,115,40,105,75
1058,houndoom-mega,https://pokeapi.co/api/v2/pokemon/10048/,"dark, fire",solar-power,75,90,90,140,90,115
1059,tyranitar-mega,https://pokeapi.co/api/v2/pokemon/10049/,"rock, dark",sand-stream,100,164,150,95,120,71
1060,blaziken-mega,https://pokeapi.co/api/v2/pokemon/10050/,"fire, fighting",speed-boost,80,160,80,130,80,100
1061,gardevoir-mega,https://pokeapi.co/api/v2/pokemon/10051/,"psychic, fairy",pixilate,68,85,65,165,135,100
1062,mawile-mega,https://pokeapi.co/api/v2/pokemon/10052/,"steel, fairy",huge-power,50,105,125,55,95,50
1063,aggron-mega,https://pokeapi.co/api/v2/pokemon/10053/,steel,filter,70,140,230,60,80,50
1064,medicham-mega,https://pokeapi.co/api/v2/pokemon/10054/,"fighting, psychic",pure-power,60,100,85,80,85,100
1065,manectric-mega,https://pokeapi.co/api/v2/pokemon/10055/,electric,intimidate,70,75,80,135,80,135
1066,banette-mega,https://pokeapi.co/api/v2/pokemon/10056/,ghost,prankster,64,165,75,93,83,75
1067,absol-mega,https://pokeapi.co/api/v2/pokemon/10057/,dark,magic-bounce,65,150,60,115,60,115
1068,garchomp-mega,https://pokeapi.co/api/v2/pokemon/10058/,"dragon, ground",sand-force,108,170,115,120,95,92
1069,lucario-mega,https://pokeapi.co/api/v2/pokemon/10059/,"fighting, steel",adaptability,70,145,88,140,70,112
1070,abomasnow-mega,https://pokeapi.co/api/v2/pokemon/10060/,"grass, ice",snow-warning,90,132,105,132,105,30
1071,floette-eternal,https://pokeapi.co/api/v2/pokemon/10061/,fairy,"flower-veil, symbiosis",74,65,67,125,128,92
1072,latias-mega,https://pokeapi.co/api/v2/pokemon/10062/,"dragon, psychic",levitate,80,100,120,140,150,110
1073,latios-mega,https://pokeapi.co/api/v2/pokemon/10063/,"dragon, psychic",levitate,80,130,100,160,120,110
1074,swampert-mega,https://pokeapi.co/api/v2/pokemon/10064/,"water, ground",swift-swim,100,150,110,95,110,70
1075,sceptile-mega,https://pokeapi.co/api/v2/pokemon/10065/,"grass, dragon",lightning-rod,70,110,75,145,85,145
1076,sableye-mega,https://pokeapi.co/api/v2/pokemon/10066/,"dark, ghost",magic-bounce,50,85,125,85,115,20
1077,altaria-mega,https://pokeapi.co/api/v2/pokemon/10067/,"dragon, fairy",pixilate,75,110,110,110,105,80
1078,gallade-mega,https://pokeapi.co/api/v2/pokemon/10068/,"psychic, fighting",inner-focus,68,165,95,65,115,110
1079,audino-mega,https://pokeapi.co/api/v2/pokemon/10069/,"normal, fairy",healer,103,60,126,80,126,50
1080,sharpedo-mega,https://pokeapi.co/api/v2/pokemon/10070/,"water, dark",strong-jaw,70,140,70,110,65,105
1081,slowbro-mega,https://pokeapi.co/api/v2/pokemon/10071/,"water, psychic",shell-armor,95,75,180,130,80,30
1082,steelix-mega,https://pokeapi.co/api/v2/pokemon/10072/,"steel, ground",sand-force,75,125,230,55,95,30
1083,pidgeot-mega,https://pokeapi.co/api/v2/pokemon/10073/,"normal, flying",no-guard,83,80,80,135,80,121
1084,glalie-mega,https://pokeapi.co/api/v2/pokemon/10074/,ice,refrigerate,80,120,80,120,80,100
1085,diancie-mega,https://pokeapi.co/api/v2/pokemon/10075/,"rock, fairy",magic-bounce,50,160,110,160,110,110
1086,metagross-mega,https://pokeapi.co/api/v2/pokemon/10076/,"steel, psychic",tough-claws,80,145,150,105,110,110
1087,kyogre-primal,https://pokeapi.co/api/v2/pokemon/10077/,water,primordial-sea,100,150,90,180,160,90
1088,groudon-primal,https://pokeapi.co/api/v2/pokemon/10078/,"ground, fire",desolate-land,100,180,160,150,90,90
1089,rayquaza-mega,https://pokeapi.co/api/v2/pokemon/10079/,"dragon, flying",delta-stream,105,180,100,180,100,115
1090,pikachu-rock-star,https://pokeapi.co/api/v2/pokemon/10080/,electric,"static, lightning-rod",35,55,40,50,50,90
1091,pikachu-belle,https://pokeapi.co/api/v2/pokemon/10081/,electric,"static, lightning-rod",35,55,40,50,50,90
1092,pikachu-pop-star,https://pokeapi.co/api/v2/pokemon/10082/,electric,"static, lightning-rod",35,55,40,50,50,90
1093,pikachu-phd,https://pokeapi.co/api/v2/pokemon/10083/,electric,"static, lightning-rod",35,55,40,50,50,90
1094,pikachu-libre,https://pokeapi.co/api/v2/pokemon/10084/,electric,"static, lightning-rod",35,55,40,50,50,90
1095,pikachu-cosplay,https://pokeapi.co/api/v2/pokemon/10085/,electric,"static, lightning-rod",35,55,40,50,50,90
1096,hoopa-unbound,https://pokeapi.co/api/v2/pokemon/10086/,"psychic, dark",magician,80,160,60,170,130,80
1097,camerupt-mega,https://pokeapi.co/api/v2/pokemon/10087/,"fire, ground",sheer-force,70,120,100,145,105,20
1098,lopunny-mega,https://pokeapi.co/api/v2/pokemon/10088/,"normal, fighting",scrappy,65,136,94,54,96,135
1099,salamence-mega,https://pokeapi.co/api/v2/pokemon/10089/,"dragon, flying",aerilate,95,145,130,120,90,120
1100,beedrill-mega,https://pokeapi.co/api/v2/pokemon/10090/,"bug, poison",adaptability,65,150,40,15,80,145
1101,rattata-alola,https://pokeapi.co/api/v2/pokemon/10091/,"dark, normal","gluttony, hustle, thick-fat",30,56,35,25,35,72
1102,raticate-alola,https://pokeapi.co/api/v2/pokemon/10092/,"dark, normal","gluttony, hustle, thick-fat",75,71,70,40,80,77
1103,raticate-totem-alola,https://pokeapi.co/api/v2/pokemon/10093/,"dark, normal","gluttony, hustle, thick-fat",75,71,70,40,80,77
1104,pikachu-original-cap,https://pokeapi.co/api/v2/pokemon/10094/,electric,"static, lightning-rod",35,55,40,50,50,90
1105,pikachu-hoenn-cap,https://pokeapi.co/api/v2/pokemon/10095/,electric,"static, lightning-rod",35,55,40,50,50,90
1106,pikachu-sinnoh-cap,https://pokeapi.co/api/v2/pokemon/10096/,electric,"static, lightning-rod",35,55,40,50,50,90
1107,pikachu-unova-cap,https://pokeapi.co/api/v2/pokemon/10097/,electric,"static, lightning-rod",35,55,40,50,50,90
1108,pikachu-kalos-cap,https://pokeapi.co/api/v2/pokemon/10098/,electric,"static, lightning-rod",35,55,40,50,50,90
1109,pikachu-alola-cap,https://pokeapi.co/api/v2/pokemon/10099/,electric,"static, lightning-rod",35,55,40,50,50,90
1110,raichu-alola,https://pokeapi.co/api/v2/pokemon/10100/,"electric, psychic",surge-surfer,60,85,50,95,85,110
1111,sandshrew-alola,https://pokeapi.co/api/v2/pokemon/10101/,"ice, steel","snow-cloak, slush-rush",50,75,90,10,35,40
1112,sandslash-alola,https://pokeapi.co/api/v2/pokemon/10102/,"ice, steel","snow-cloak, slush-rush",75,100,120,25,65,65
1113,vulpix-alola,https://pokeapi.co/api/v2/pokemon/10103/,ice,"snow-cloak, snow-warning",38,41,40,50,65,65
1114,ninetales-alola,https://pokeapi.co/api/v2/pokemon/10104/,"ice, fairy","snow-cloak, snow-warning",73,67,75,81,100,109
1115,diglett-alola,https://pokeapi.co/api/v2/pokemon/10105/,"ground, steel","sand-veil, tangling-hair, sand-force",10,55,30,35,45,90
1116,dugtrio-alola,https://pokeapi.co/api/v2/pokemon/10106/,"ground, steel","sand-veil, tangling-hair, sand-force",35,100,60,50,70,110
1117,meowth-alola,https://pokeapi.co/api/v2/pokemon/10107/,dark,"pickup, technician, rattled",40,35,35,50,40,90
1118,persian-alola,https://pokeapi.co/api/v2/pokemon/10108/,dark,"fur-coat, technician, rattled",65,60,60,75,65,115
1119,geodude-alola,https://pokeapi.co/api/v2/pokemon/10109/,"rock, electric","magnet-pull, sturdy, galvanize",40,80,100,30,30,20
1120,graveler-alola,https://pokeapi.co/api/v2/pokemon/10110/,"rock, electric","magnet-pull, sturdy, galvanize",55,95,115,45,45,35
1121,golem-alola,https://pokeapi.co/api/v2/pokemon/10111/,"rock, electric","magnet-pull, sturdy, galvanize",80,120,130,55,65,45
1122,grimer-alola,https://pokeapi.co/api/v2/pokemon/10112/,"poison, dark","poison-touch, gluttony, power-of-alchemy",80,80,50,40,50,25
1123,muk-alola,https://pokeapi.co/api/v2/pokemon/10113/,"poison, dark","poison-touch, gluttony, power-of-alchemy",105,105,75,65,100,50
1124,exeggutor-alola,https://pokeapi.co/api/v2/pokemon/10114/,"grass, dragon","frisk, harvest",95,105,85,125,75,45
1125,marowak-alola,https://pokeapi.co/api/v2/pokemon/10115/,"fire, ghost","cursed-body, lightning-rod, rock-head",60,80,110,50,80,45
1126,greninja-battle-bond,https://pokeapi.co/api/v2/pokemon/10116/,"water, dark",battle-bond,72,95,67,103,71,122
1127,greninja-ash,https://pokeapi.co/api/v2/pokemon/10117/,"water, dark",battle-bond,72,145,67,153,71,132
1128,zygarde-10-power-construct,https://pokeapi.co/api/v2/pokemon/10118/,"dragon, ground",power-construct,54,100,71,61,85,115
1129,zygarde-50-power-construct,https://pokeapi.co/api/v2/pokemon/10119/,"dragon, ground",power-construct,108,100,121,81,95,95
1130,zygarde-complete,https://pokeapi.co/api/v2/pokemon/10120/,"dragon, ground",power-construct,216,100,121,91,95,85
1131,gumshoos-totem,https://pokeapi.co/api/v2/pokemon/10121/,normal,"stakeout, strong-jaw, adaptability",88,110,60,55,60,45
1132,vikavolt-totem,https://pokeapi.co/api/v2/pokemon/10122/,"bug, electric",levitate,77,70,90,145,75,43
1133,oricorio-pom-pom,https://pokeapi.co/api/v2/pokemon/10123/,"electric, flying",dancer,75,70,70,98,70,93
1134,oricorio-pau,https://pokeapi.co/api/v2/pokemon/10124/,"psychic, flying",dancer,75,70,70,98,70,93
1135,oricorio-sensu,https://pokeapi.co/api/v2/pokemon/10125/,"ghost, flying",dancer,75,70,70,98,70,93
1136,lycanroc-midnight,https://pokeapi.co/api/v2/pokemon/10126/,rock,"keen-eye, vital-spirit, no-guard",85,115,75,55,75,82
1137,wishiwashi-school,https://pokeapi.co/api/v2/pokemon/10127/,water,schooling,45,140,130,140,135,30
1138,lurantis-totem,https://pokeapi.co/api/v2/pokemon/10128/,grass,"leaf-guard, contrary",70,105,90,80,90,45
1139,salazzle-totem,https://pokeapi.co/api/v2/pokemon/10129/,"poison, fire","corrosion, oblivious",68,64,60,111,60,117
1140,minior-orange-meteor,https://pokeapi.co/api/v2/pokemon/10130/,"rock, flying",shields-down,60,60,100,60,100,60
1141,minior-yellow-meteor,https://pokeapi.co/api/v2/pokemon/10131/,"rock, flying",shields-down,60,60,100,60,100,60
1142,minior-green-meteor,https://pokeapi.co/api/v2/pokemon/10132/,"rock, flying",shields-down,60,60,100,60,100,60
1143,minior-blue-meteor,https://pokeapi.co/api/v2/pokemon/10133/,"rock, flying",shields-down,60,60,100,60,100,60
1144,minior-indigo-meteor,https://pokeapi.co/api/v2/pokemon/10134/,"rock, flying",shields-down,60,60,100,60,100,60
1145,minior-violet-meteor,https://pokeapi.co/api/v2/pokemon/10135/,"rock, flying",shields-down,60,60,100,60,100,60
1146,minior-red,https://pokeapi.co/api/v2/pokemon/10136/,"rock, flying",shields-down,60,100,60,100,60,120
1147,minior-orange,https://pokeapi.co/api/v2/pokemon/10137/,"rock, flying",shields-down,60,100,60,100,60,120
1148,minior-yellow,https://pokeapi.co/api/v2/pokemon/10138/,"rock, flying",shields-down,60,100,60,100,60,120
1149,minior-green,https://pokeapi.co/api/v2/pokemon/10139/,"rock, flying",shields-down,60,100,60,100,60,120
1150,minior-blue,https://pokeapi.co/api/v2/pokemon/10140/,"rock, flying",shields-down,60,100,60,100,60,120
1151,minior-indigo,https://pokeapi.co/api/v2/pokemon/10141/,"rock, flying",shields-down,60,100,60,100,60,120
1152,minior-violet,https://pokeapi.co/api/v2/pokemon/10142/,"rock, flying",shields-down,60,100,60,100,60,120
1153,mimikyu-busted,https://pokeapi.co/api/v2/pokemon/10143/,"ghost, fairy",disguise,55,90,80,50,105,96
1154,mimikyu-totem-disguised,https://pokeapi.co/api/v2/pokemon/10144/,"ghost, fairy",disguise,55,90,80,50,105,96
1155,mimikyu-totem-busted,https://pokeapi.co/api/v2/pokemon/10145/,"ghost, fairy",disguise,55,90,80,50,105,96
